source_file,chapter,ordinal,line,label,caption,tikzpicture_count,axis_count,addplot3_count,minipage_count,true_3d,true_3d_signals,semantic_3d_review_candidate,unterminated
chapters/ch02-numbers-functions.tex,,13,2607,fig:composition-machine,"In \(f(g(x))\), the function \(g\) acts first. Its output becomes the input of \(f\).",1,0,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,14,3003,fig:square-inverse,"The square function is not one-to-one on all real numbers. On the restricted domain \([0,\infty)\), it has inverse \(\sqrt{x}\).",2,2,0,2,False,,False,False
chapters/ch02-numbers-functions.tex,,15,3522,fig:average-cost-asymptote,The average cost approaches the variable cost per item as the fixed cost is spread over more items.,1,1,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,16,3690,fig:unit-circle-sin-cos,"On the unit circle, cosine and sine are coordinates of the point reached by angle \(\theta\).",1,0,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,17,4021,fig:exp-log-inverses,"Exponential and logarithm functions are inverses, so their graphs reflect across the line \(y=x\).",1,1,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,18,4566,fig:linear-versus-exponential-models,Linear growth adds equal amounts. Exponential growth multiplies by equal factors.,1,1,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,19,4636,fig:ferris-wheel-model,"A sinusoidal model records a repeating motion by its midline, amplitude, and period.",1,1,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,20,4896,fig:window-can-lie-cubic,The small window is not false; it is incomplete. A wider window reveals behavior the first picture cannot show.,2,2,0,2,False,,False,False
chapters/ch02-numbers-functions.tex,,21,5044,fig:sampling-misses-oscillation,A finite sample can miss oscillation. The left picture suggests \(f(x)=0\). The right picture shows the hidden motion.,2,2,0,2,False,,False,False
chapters/ch02-numbers-functions.tex,,22,5809,fig:chapter-2-review-cubic,Zeros divide the \(x\)-axis into intervals where the function has a fixed sign.,1,1,0,0,False,,False,False
chapters/ch02-numbers-functions.tex,,23,6107,fig:coffee-cooling-data,The coffee cools toward room temperature. A good model should respect that long-term behavior.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,1,94,fig:secants-approach-tangent,The slopes of the secant lines approach the slope of the tangent line at \(t=2\).,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,2,278,fig:limit-hole-different-value,The limit watches nearby values. It does not have to equal the value of the function at the point.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,3,373,fig:jump-no-limit,A two-sided limit exists only when nearby values approach one common target.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,4,784,fig:removable-hole,"For \(x\neq1\), \(\dfrac{x^2-1}{x-1}=x+1\). The limit sees the nearby line, not the missing point.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,5,954,fig:squeeze-x2-sin,The oscillating graph is trapped between \(y=-x^2\) and \(y=x^2\). The walls close in at \(0\).,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,6,1111,fig:one-sided-different-limits,The left and right sides approach different values. Therefore the two-sided limit does not exist.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,7,1370,fig:one-over-x-minus-two,The graph of \(1/(x-2)\) falls without bound from the left and rises without bound from the right.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,8,1787,fig:slant-asymptote,The graph of \(\dfrac{x^2+1}{x-1}\) has a vertical asymptote \(x=1\) and a slant asymptote \(y=x+1\).,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,9,2424,fig:epsilon-delta-band-strip,"For \(\lim_{x\to a}f(x)=L\), every horizontal band around \(L\) must contain the graph over some punctured vertical strip around \(a\).",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,10,2792,fig:removable-continuity,"The function \(\dfrac{x^2-1}{x-1}\) has the graph of \(y=x+1\), except for a missing point at \(x=1\).",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,11,3162,fig:three-discontinuities,"Three common ways continuity can fail: a hole, a jump, or a vertical asymptote.",3,3,0,3,False,,False,False
chapters/ch03-limits-continuity.tex,,12,3322,fig:ivt-root-cubic,A continuous graph that goes from negative to positive must cross the \(x\)-axis.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,13,3549,fig:ivt-fails-jump,"Without continuity, a graph can jump over an intermediate value.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,14,3632,fig:evt-parabola,A continuous function on a closed finite interval reaches its highest and lowest values.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,15,3900,fig:jump-warning-no-limit,"A jump creates two different one-sided limits, so the two-sided limit fails.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,16,3970,fig:infinite-limit-warning,"The values of \(1/x^2\) grow without bound near \(0\). This is infinite behavior, not a finite limit.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,17,4041,fig:ivt-warning-fails,"Without continuity, a function can jump over an intermediate value.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,18,4108,fig:evt-warning-open-interval,"On \((0,1)\), the function \(f(x)=x\) approaches its lowest and highest possible values but never reaches them.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,19,4506,fig:sequence-convergent-divergent,The sequence \(1/n\) settles toward \(0\). The sequence \((-1)^n\) keeps jumping between two values.,2,2,0,2,False,,False,False
chapters/ch03-limits-continuity.tex,,20,4710,fig:monotone-bounded-sequence,The sequence \(a_n=1-1/n\) increases toward \(1\) without passing it.,1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,21,5034,fig:chapter3-concept-map,"Limits are the center. Continuity, asymptotes, sequences, and tangent slopes all use the same idea of controlled approach.",1,0,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,22,5323,fig:chapter3-graph-reading-review,"Graph for reading one-sided limits, function values, and discontinuities.",1,1,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,23,5870,fig:chapter3-concept-map,"Limits are the center. Continuity, asymptotes, sequences, and tangent slopes all use the same idea of controlled approach.",1,0,0,0,False,,False,False
chapters/ch03-limits-continuity.tex,,24,6159,fig:chapter3-graph-reading-review,"Graph for reading one-sided limits, function values, and discontinuities.",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,1,77,fig:secant-slope-parabola,The average rate of change is the slope of the secant line through two graph points.,1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,2,331,fig:coffee-average-rates,Average rates from data are secant slopes between measured points.,1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,3,727,fig:secants-to-tangent-derivative,Secant slopes approach the tangent slope as the second point approaches the first.,1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,4,814,fig:cubic-tangent-crosses,"A tangent line can cross the curve. Tangency is about limiting slope, not merely touching.",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,5,923,fig:absolute-value-no-derivative,"At a corner, the left and right limiting slopes can disagree. Then the derivative does not exist.",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,6,1064,fig:parabola-and-derivative,The graph of \(f\) shows height. The graph of \(f'\) shows tangent slope.,2,2,0,2,False,,False,False
chapters/ch04-derivative.tex,,7,1394,fig:cubic-and-derivative,The derivative graph records the slopes of the original graph.,2,2,0,2,False,,False,False
chapters/ch04-derivative.tex,,8,1673,fig:sqrt-local-linear,"Near \(x=4\), the tangent line gives a simple model for \(\sqrt{x}\).",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,9,2017,fig:dy-vs-delta-y,The differential \(dy\) is the tangent-line change. The actual change is \(\Delta y\).,1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,10,2489,fig:absolute-value-continuous-not-differentiable,"The graph of \(y=|x|\) is continuous at \(0\), but the two limiting slopes disagree.",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,11,2555,fig:ways-derivative-fails,"Differentiability can fail in different ways. Continuity rules out jumps, but not corners, cusps, or vertical tangents.",4,4,0,4,False,,False,False
chapters/ch04-derivative.tex,,12,3411,fig:polynomial-tangent-first-formulas,The derivative formula gives the tangent slope without returning to the limit definition.,1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,13,3802,fig:position-velocity-acceleration,"Position, velocity, and acceleration are linked by derivatives. The position has a maximum when the velocity changes sign from positive to negative.",3,3,0,3,False,,False,False
chapters/ch04-derivative.tex,,14,4017,fig:speed-vs-velocity-return,"The particle returns to its starting position, so its displacement is \(0\), but it has traveled a total distance of \(8\).",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,15,4260,fig:thrown-upward,"At the highest point, the velocity is \(0\), but the acceleration is still \(-32\text{ ft/s}^2\).",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,16,4556,fig:absolute-value-motion-warning,"The function \(s(t)=|t|\) is continuous at \(0\), but it has no derivative there.",1,1,0,0,False,,False,False
chapters/ch04-derivative.tex,,17,4862,fig:calculator-misses-corner,A finite plot can miss a nondifferentiable point if it is not sampled.,2,2,0,2,False,,False,False
chapters/ch04-derivative.tex,,18,4991,fig:chapter4-derivative-map,The derivative is one idea with several connected meanings.,1,0,0,0,False,,False,False
chapters/ch04-derivative.tex,,19,5469,fig:noisy-position-data,"Noisy position data still suggest a smooth motion, but slopes estimated from nearby points can vary.",1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,1,633,fig:product-rule-area,"When both factors change, a product changes by two main strips and a small corner.",1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,2,2068,fig:chain-diagram,A chain diagram records the order in which the function is built.,1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,3,2444,fig:circle-implicit-tangent,Implicit differentiation gives the tangent slope without solving the circle into upper and lower functions.,1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,4,3105,fig:sin-h-over-h-geometry,"For \(0<h<\pi/2\), the small triangle lies inside the sector, which lies inside the larger triangle.",1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,5,3343,fig:sine-derivative-cosine,The derivative of the sine curve is the cosine curve.,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,6,3890,fig:simple-harmonic-motion-preview,"For simple harmonic motion, acceleration is proportional to displacement and points in the opposite direction.",1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,7,4055,fig:exponential-tangent-at-zero,The base \(e\) is chosen so that \(e^x\) has slope \(1\) at \(x=0\).,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,8,4807,fig:sin-h-over-h-geometry,"For \(0<h<\pi/2\), the inner triangle lies inside the circular sector, and the sector lies inside the outer triangle.",1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,9,5087,fig:sine-derivative-cosine,The cosine graph records the slope of the sine graph. Its zeros occur where sine has horizontal tangents.,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,10,5675,fig:shm-displacement-acceleration,The displacement and the scaled acceleration have opposite signs. The spring always accelerates the mass back toward equilibrium.,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,11,5862,fig:inverse-slopes-reciprocal,Inverse functions are reflections across \(y=x\). Corresponding tangent slopes are reciprocals.,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,12,6240,fig:x-cubed-inverse-vertical,The horizontal tangent to \(y=x^3\) reflects into a vertical tangent to \(y=\sqrt[3]{x}\).,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,13,6342,fig:arcsin-reflection,The graph of \(y=\arcsin x\) is the reflection of the restricted sine graph across \(y=x\).,1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,14,7153,fig:sinh-cosh-graphs,"The function \(\cosh x\) is even, while \(\sinh x\) is odd.",1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,15,7369,fig:hyperbola-cosh-sinh,"The parametrization \(X=\cosh t\), \(Y=\sinh t\) lies on the hyperbola \(X^2-Y^2=1\).",1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,16,7660,fig:catenary-cosh,"Near the lowest point, a catenary resembles a parabola. Farther away, the hyperbolic cosine shape rises differently.",1,1,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,17,7841,fig:product-rule-warning-strips,"A changing product has two first-order contributions, not one.",1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,18,7957,fig:chain-rule-order-warning,The same two functions in different orders produce different chains.,1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,19,8323,fig:chapter-5-derivative-workflow,A good derivative calculation reads the function first and checks the result afterward.,1,0,0,0,False,,False,False
chapters/ch05-differentiation-rules.tex,,20,9391,fig:chapter-5-hook-derivative-shape,The derivative gives information about the shape of the original graph.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,1,100,fig:position-sign-chart,The sign of velocity tells whether the position is increasing or decreasing.,2,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,2,301,fig:first-derivative-sign-chart,The derivative sign chart predicts the rise and fall of the original graph.,2,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,3,419,fig:absolute-value-critical,"For \(g(x)=|x|\), the derivative is undefined at \(0\). So \(0\) is a critical number.",1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,4,560,fig:local-vs-absolute-extrema,A local maximum may not be the absolute maximum. Endpoints must be checked.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,5,1101,fig:mvt-parabola,"For \(f(x)=x^2\) on \([1,3]\), the secant slope is \(4\). The tangent slope at \(x=2\) is also \(4\).",1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,6,1212,fig:rolles-theorem-example,Rolle's Theorem says that equal endpoint heights force at least one horizontal tangent inside.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,7,1864,fig:increasing-different-concavity,"Both positions increase on the interval, but one bends upward and the other bends downward.",1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,8,2007,fig:concave-up-down-basic,Concave up means slopes increase. Concave down means slopes decrease.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,9,2068,fig:cubic-concavity-chart,The sign of \(f''\) gives the concavity of \(f\).,2,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,10,2581,fig:quartic-sign-chart-sketch,The first derivative locates turning behavior. The second derivative locates bending behavior.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,11,3163,fig:rational-complete-sketch,"A calculus sketch combines asymptotes, first derivative signs, and second derivative signs.",1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,12,4252,fig:fermat-endpoint-warning,An endpoint can be highest or lowest simply because the interval stops.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,13,4347,fig:mvt-continuity-warning,"Without continuity, the endpoint secant slope may not appear as any tangent slope.",1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,14,4442,fig:mvt-differentiability-warning,A corner can create a turn without any horizontal tangent.,1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,15,4596,fig:second-derivative-test-silent,"When \(f'(0)=0\) and \(f''(0)=0\), the second derivative test is silent.",1,1,0,0,False,,False,False
chapters/ch06-shape-extremes.tex,,16,4928,fig:chapter-6-review-example,A first derivative sign chart gives turning behavior. A second derivative sign chart gives bending behavior.,1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,1,331,fig:related-rates-ladder,"The ladder length is fixed, so \(x^2+y^2=100\). The changing lengths \(x\) and \(y\) have related rates.",1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,2,458,fig:related-rates-shadow,"Similar triangles relate the person's position \(x\), the shadow length \(s\), and the tip position \(p=x+s\).",1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,3,585,fig:related-rates-cone,"Similar triangles give \(r/h=4/12\), so the cone volume can be written using \(h\) alone.",1,0,0,0,False,,True,False
chapters/ch07-optimization.tex,,4,838,fig:fence-river-optimization,"The river supplies one side, so the fencing constraint is \(2x+y=200\).",1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,5,1035,fig:open-box-cardboard,Cutting out four squares of side length \(x\) leaves an open box with volume \(V=x(12-2x)^2\).,1,0,0,0,False,,True,False
chapters/ch07-optimization.tex,,6,1166,fig:closed-can-min-area,"For a closed cylinder with fixed volume, the surface area is minimized when height equals diameter.",1,0,0,0,False,,True,False
chapters/ch07-optimization.tex,,7,1294,fig:reflection-shortest-path,The total path length is \(D(x)=\sqrt{x^2+a^2}+\sqrt{(L-x)^2+b^2}\).,1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,8,1544,fig:linear-approx-sqrt26,"Near \(x=25\), the tangent line to \(y=\sqrt{x}\) gives a quick estimate of \(\sqrt{x}\).",1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,9,1828,fig:sphere-shell-differential,"For a sphere, \(dV=4\pi r^2\,dr\): surface area times a small change in radius.",1,0,0,0,False,,True,False
chapters/ch07-optimization.tex,,10,2155,fig:angle-height-sensitivity,The model \(H=100\tan\theta\) becomes very sensitive when \(\theta\) is large.,1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,11,2314,fig:newton-sqrt2-first-step,Newton's method replaces the curve by its tangent line and uses the tangent's \(x\)-intercept as the next guess.,1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,12,2781,fig:newton-cycle,"For \(f(x)=x^3-2x+2\), Newton's method starting at \(0\) cycles between \(0\) and \(1\).",1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,13,3012,fig:exponential-growth-decay,The equation \(y'=ky\) gives exponential growth when \(k>0\) and exponential decay when \(k<0\).,1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,14,3603,fig:newton-cooling-coffee,Newton's law of cooling says the temperature difference \(T-T_s\) decays exponentially.,1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,15,3938,fig:logistic-phase-line,"For the logistic equation, \(P'\) is positive below \(K\) and negative above \(K\). The carrying capacity \(K\) is stable.",2,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,16,4261,fig:logistic-solutions,Logistic solutions move toward the carrying capacity \(K\). From below they rise toward \(K\); from above they fall toward \(K\).,1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,17,4538,fig:reflection-reflected-point,Reflecting \(B\) across the mirror turns the broken reflected path into a straight path from \(A\) to \(B^*\).,1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,18,4751,fig:refraction-least-time,"When speed changes at a boundary, the least-time path usually bends.",1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,19,5054,fig:critical-point-outside-domain,"The critical point \(q=40\) maximizes the formula on a larger domain, but it is not an allowed production level.",1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,20,5163,fig:local-max-not-absolute,A local high point can lose to an endpoint or to another part of the graph.,1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,21,5265,fig:newton-wrong-root,"The tangent line at \(x_0=1\) crosses the axis at the root \(-2\), not at the intended root \(2\).",1,1,0,0,False,,False,False
chapters/ch07-optimization.tex,,22,5484,fig:chapter7-model-map,"The chapter's methods all follow the same modeling path: translate, differentiate, solve, and interpret.",1,0,0,0,False,,False,False
chapters/ch07-optimization.tex,,23,5771,fig:least-material-container-project,A more realistic container model can assign different costs to the side wall and the two circular ends.,1,0,0,0,False,,True,False
chapters/ch07-optimization.tex,,24,6019,fig:cooling-data-project,Newton's law of cooling models the excess temperature \(T-22\) as exponential decay.,1,1,0,0,False,,False,False
